0AUV4mCpGOuuWNUX	('butR6ck5hkOFug1U', 0.7273557882837949)	('3zunVGLsZK0jdx8C', 0.7253023823885153)	('dst4n8hPwe3bvdPI', 0.7243117590999187)	('p4TP9oBnIoAIiFtw', 0.7238285211426403)	('UzvrpELONhh1Xc59', 0.7210193541567156)	('SzBZuEDukwCG1Oxu', 0.7198547429448112)	('5EhorbjgWx6gQWck', 0.7168991769350853)	('LEsoWCESdo0w4Jpv', 0.7161700326649126)	('NmJRqoipEN80wJot', 0.7153841299862352)	('MJZPQMcz8hUTpJvK', 0.7145192820955982)
0BVyGvdW4ntQDEcu	('ua5A3mFX6oxgFKuz', 0.4669970716245107)	('69QbPeCZgeBiMWmG', 0.44408332076971463)	('UUT3MnnHgEmcJVPR', 0.4371875380772036)	('JUWHRdg6KEa5VqqK', 0.43585914562668915)	('WfxzZrui6qQqt5MA', 0.4286085443132408)	('2iYRelCCfGkKxQOS', 0.41877205651562477)	('Gh4XHTuCdfXt0kB7', 0.4103795113514161)	('k3xVM762w3RTOSc0', 0.3981549222578786)	('z2b4ccWTY2ScIe2H', 0.3961248757809868)	('yQsyFSYtG7hkGdk7', 0.39322210314997363)
0DMABfx807TVXBQO	('X9UmKzxyEDZ0Oscc', 0.33631416291594135)	('UUT3MnnHgEmcJVPR', 0.32956139397206635)	('i6KhSMtOgvrX7KPK', 0.3198997665299416)	('wzG5e1s4l2nlFStJ', 0.31875495126139586)	('k4UnduvYeRQSqlXR', 0.3177859456832713)	('EyTN7l34CK2aBbxJ', 0.31531315513694996)	('rJJlmbVNsXAEH5hE', 0.31376249606013445)	('vzd0iaf05QC1Tt8O', 0.3079962873835426)	('iQWKwXebf8Fm5OxE', 0.3078796427193116)	('qnv77D23aKvih3j2', 0.30773728727375305)
0DNKXcAGmMYmJdjP	('7ekrmFU2el0NnRkp', 0.44545714078732873)	('4YXTqCeHYC5L2sCb', 0.43488179727786075)	('5EhorbjgWx6gQWck', 0.43470411274411097)	('ccjDYUnDQNkFPasP', 0.4253044524678135)	('pEAawngmMyR3Qccb', 0.42400014471927033)	('HdRzOHorMmu1z6Ey', 0.4234386098831681)	('siWsTs8ymHkLik2x', 0.42337323335492943)	('8cVHDXin8gEdSofU', 0.4214020928638778)	('ryKUGv9CqFhwCfFA', 0.4206239189865455)	('d4g1I4ocppfoBbQj', 0.4195993758660388)
0DXkmUpDJT0AyerU	('2tCiohnRFkJrnof8', 0.7044151757077096)	('NmJRqoipEN80wJot', 0.6922591330050379)	('D46DF60xWITpICPL', 0.6901708714504188)	('3zunVGLsZK0jdx8C', 0.6900550553385497)	('y7YlVS4ptVmDNpCe', 0.689448060781125)	('mlJRztJVur0XpE2f', 0.6865203044127947)	('n3J10IFEGSmdS2la', 0.6828956746721787)	('LEsoWCESdo0w4Jpv', 0.6819409660479496)	('kObtPNCEmcSyfTt6', 0.6773916948922266)	('CFWSk8LkLbXYa8Id', 0.6763374596474206)
0E1zWP8MXmbXfTTX	('O0eKYyai3qca11J0', 0.46009508123851023)	('ZVVd8SCDX0vgDyTk', 0.4575204723220649)	('uaOlgELHIIHYMsAw', 0.42981506835502686)	('2iYRelCCfGkKxQOS', 0.4296757218627672)	('z2b4ccWTY2ScIe2H', 0.42409256692223535)	('hxfmRI5dwYDxDIVk', 0.4179880713362289)	('qHpilVpRumptQjJi', 0.41642570867965273)	('scdB4T606h7kxHjJ', 0.4143251994337671)	('EE57XUwo2XWipbPl', 0.4127771873942095)	('UUT3MnnHgEmcJVPR', 0.40619371969771717)
0EVEKKlvBiB0Dkge	('EjOvGF0HdkSCxF4I', 0.6133594854558905)	('L76yXbX4hMnIwhiE', 0.5915615651572668)	('cHTSbjh3LW3dGT0m', 0.5784849891961966)	('TytooNyEehYhy64v', 0.5669044756924352)	('0ZLbSoXXsKlXYZ7a', 0.5591276139026087)	('NxAAyq4j8drO6uBU', 0.5493946847945731)	('CCP8zIK9PsURC8VV', 0.5406397182198064)	('AV8exd33gKqQzt0p', 0.5254138750608771)	('l0X0LJ56SKFIgZ5B', 0.5212342326909452)	('r6kKHyzeIRwPbbRx', 0.5208075803727302)
0Ev84ceMs40159oJ	('ISNlLeHquvqSE6IB', 0.29640080139517466)	('rMIOGZnLAPwXne11', 0.2872111781509434)	('g1vrvanGM031hi60', 0.2869959165351676)	('mTwXhqc4op8iTl4j', 0.286529944706398)	('BHkh2yymNyYscHmx', 0.28551994792633434)	('HA7XNWwLQZuF6Hjc', 0.27447751353632793)	('mEFMPdURRF3kXZnF', 0.2730310318148805)	('BnWj780VvxqtYsKO', 0.2711888501916054)	('xLfQdC8ZOzkzuyWD', 0.2672260522457887)	('f4eepQQkg2ep1b4K', 0.2671302234925832)
0F5ITSxH0rBegwve	('DHpkNiAW8X4DuKQR', 0.4416132604536789)	('NZZmA8Wiswwiu3tT', 0.4334765443705)	('hJjpDKqszggha3Gy', 0.42862102332792745)	('Be1ULDryqr5zx99P', 0.4263254834591712)	('7jWdVCffEu28450I', 0.4055590848499069)	('mTbTSXakQDcIH7MK', 0.4011709294026413)	('R8NkOOGL29kp50Xj', 0.39769999426054503)	('xWiOsPbEMh5AGBcO', 0.39479025490435665)	('BXwILIhQvDBMr0Bn', 0.39447501711129446)	('iL41JdAqCd3JmcMo', 0.39388526645964)
0IqeNloQ3SuH1b4V	('spSvaSLAy114Y23f', 0.5615353627855987)	('Jt6Xlj3qdL1X1uCS', 0.5379910926297056)	('36bH1xyw3L0z9Tzo', 0.532945903223613)	('nY793S0Nmnw3WVah', 0.5107611287253575)	('ChRAns38PB6eqzrK', 0.49844559634637914)	('9Z6Y5H0kW7IF1Vek', 0.4941957023433439)	('vf4kdyfDFl9jHDb3', 0.48361917166806334)	('1zs9IEIPaBcdNXbN', 0.4800000692591934)	('dhxfJ8LHCJOooMpZ', 0.47527834151065934)	('2eREUs8hwNGjulGn', 0.46530707444345626)
0JYaNceX5H5sSUJi	('nJ1ayYd5TCyBjifw', 0.7071781264706275)	('fpspvnC1jELCCN1C', 0.7027411343841025)	('jGIHp0MVsFnKuOr1', 0.6736155325130433)	('BvmoiCZn9ccFF5cB', 0.6546557893613717)	('e4Zg3BAKvJ2fdMjJ', 0.6533392962019685)	('EjpF1BUyTjsiggP2', 0.6464409434470673)	('dY4ce1ZFHgaxCjWk', 0.6395745141911022)	('EWRmOOav95GYKxE2', 0.6349450093982855)	('jL6s2F3IzVDtutwl', 0.6267015504140965)	('df3HHKRCRC6r2ebj', 0.6151726550774093)
0K2vsBA9smDZxKno	('O1YKKFA84K1x5wFn', 0.6318507998328818)	('lUKXMRQbu10DU3QN', 0.6303913049400887)	('Oq1ZwVYfNIJFbmTx', 0.6207830771221086)	('aGGEjhjbsgZ2Q5fD', 0.6203875849493453)	('t30RNwgYCMT9k0Nr', 0.6167213953415552)	('VrErKSpMTxb66nPu', 0.6107528188831642)	('XuyvebCVAj3KNSQp', 0.6031464017668288)	('VhMlrjDwhpeKqGNK', 0.6027655905379293)	('olw9C9zcBP0ySovw', 0.6016816598128106)	('9ZXtRv3hOTOr8kNa', 0.6003824852908362)
0KrfpITRYCMTHZno	('RM1wvitoLevqn9NQ', 0.48846518985189163)	('LEsoWCESdo0w4Jpv', 0.48352015252196057)	('u51dV5S7ZbC3Vrn7', 0.48244033766286726)	('olDpB2ii5pXljG3Y', 0.4811763278082295)	('wIdFwKaBaNtDmpk3', 0.4760032029025058)	('5k0J8Khb6W0O7vt8', 0.47562238056811257)	('1cUUnlwxUH9rXdBd', 0.4711211417375282)	('kObtPNCEmcSyfTt6', 0.46870327703245085)	('5EhorbjgWx6gQWck', 0.467297397180314)	('opR1w6n0n7aBKcsQ', 0.4666192353724952)
0KtUZOqkXcs5Q4Cn	('rE3PsUTtnKlyF1wn', 0.5184053177426245)	('iPwlfM8JgRDQK6Zm', 0.49720285191703445)	('DLxu4Y8ISmd6NI9c', 0.4750159551586472)	('9I0hsAxnkMIJmhV4', 0.4569349509287408)	('MIlLY1EQIiEU9QCt', 0.43327849616729447)	('zuH2w66p0IO9Udee', 0.42834905559230024)	('vNApUXLy879kT1Np', 0.4265750248867004)	('hlx9KFWlXwwlxk4k', 0.42560379595756653)	('807iBpqlN5mGpuWT', 0.42094516461968423)	('zrxSYjVqwJrc2YGG', 0.4209186169492849)
0LZdcvMJHDWZyVDS	('l1XlZd8wo4IO5fn5', 0.4707326039080309)	('gIcXHYZ2imcqY0jc', 0.46973127806835935)	('CK6088zZNE8lbzug', 0.4657926428547053)	('heTuEiOTD6UFfBfb', 0.45680980708029373)	('4S33hRR1kpVqPm1N', 0.44496556039371304)	('pSOYlgWNzpZWpN9j', 0.43653146963495554)	('ZkfhgDP1AjItvoTw', 0.4318851828869809)	('mlRU0g4WnCiiok60', 0.42930523340588217)	('dshp5ViYSOYckUgi', 0.42362044228662343)	('iWnmhvymna7WRdDS', 0.4234635839747935)
0MMDu3QYnVUgnX2L	('6dTPUakCVLPE53u3', 0.5934749380058807)	('X8defiYa8Kz7DAoL', 0.5480307325880015)	('4jfA6hYpLJgLanGk', 0.5404955890006682)	('JvOSYYoGMARdZYdX', 0.5333425419722407)	('85krMisp9eMLODi2', 0.5326020622145016)	('ZLTgggcn9mzPGtBo', 0.52414250427429)	('qduCOJrao2wN7Hs7', 0.5239630121816696)	('ILZwDeBWWOKmB5RL', 0.5231852729653603)	('4p2yCLhkAA7prvDV', 0.5216526465853933)	('udCXr0H68WJcmHt0', 0.5187578118152187)
0MWOdRTVAx0staZz	('AsV7r3Wwfn002Ah8', 0.4125057468893764)	('eVA537nbfD1aS7xb', 0.41073069006036395)	('W6C8d6h3WXJQogSJ', 0.40883780105785145)	('VDeLfBD0Jsq9FCVv', 0.39819286944773974)	('6G3q6YqIzBN1JUjc', 0.38757507324569357)	('BT635fdnzuZLqFPo', 0.374799855101468)	('dCPZXsR5zuoiqhgQ', 0.3656594185511109)	('WSsYgO8m4yRnCkWb', 0.3496631793191369)	('aIoW8AqUp4V8oqLi', 0.34879315274165945)	('CF8zqjVftTUkKcDk', 0.348117191400617)
0MXDGjV7Qg5AEpGu	('dM0xLgekoxu8BB9G', 0.5568411916027279)	('shjm5lpCb2kYN9Kt', 0.5286675958288054)	('qLJ1SjefOj7dg4Zk', 0.5248482634578899)	('khymRW0B0p6aUuSm', 0.5229432985296847)	('Q184jyNN53BUzZh9', 0.5198493972938157)	('jGjGSX5T8iArwZPj', 0.5196372347047811)	('EC3jg1iDL6Q8cvcP', 0.5117768407427209)	('KNkk2UdyYeZTRMUB', 0.5072825528548739)	('olw9C9zcBP0ySovw', 0.5050371392782885)	('olDpB2ii5pXljG3Y', 0.5040116223877038)
0NTv0wWYCzQNjE0m	('SVydxQBcTZH3k1xQ', 0.3592955148359931)	('6urvk94d6y3xZpvq', 0.3459364139286523)	('q9JEP2ZLgz89a02V', 0.32662960226666743)	('QTtOYIxBJzCZOonL', 0.3220548063760473)	('eRxWfOoiJqeqkWtU', 0.3072719648537366)	('ynSeHp6z35tIyT9N', 0.3022428464269205)	('e5sIzwVvVIXOlTc0', 0.2951507056309152)	('M8VrcoCQ4ScTps9k', 0.29442341052584303)	('hJjpDKqszggha3Gy', 0.2881754063524189)	('2VlKYw5QIFuFdxZx', 0.287871855349457)
0NaOCGE2Lkzbils9	('vNApUXLy879kT1Np', 0.40819167445576837)	('HISv7m5hQHdmxOnh', 0.39150698283550006)	('Utn46i9ypxeqb3Yt', 0.3838793045373731)	('52YgBm5KkIqYm1MW', 0.38180174719899457)	('ZuujS0YWGIbArbP0', 0.37244971590196857)	('eSJHm6PJTmrkPJ7x', 0.36232514014415945)	('PTGYJIzCqTg26oEl', 0.36171939089741434)	('PiyCkX6IHCTpEgF5', 0.3598669609606054)	('E6DryboBx1rVf2bs', 0.35412834072212146)	('QGkT0l8KlFpEtp1y', 0.3522579068618281)
0NlLsUEZeTNagO3r	('3v8XtKKNq40IOHCP', 0.41093252926750895)	('Wcg7LhYoTvJtmsY4', 0.41024637656578583)	('PdcTvt7fWomuG5NV', 0.4018288937824906)	('2knCAWRqPtjPPoAU', 0.3966565018064791)	('tt7XTyGLkbn4fq9T', 0.39517751838583554)	('sg8sZZHqiIEY7D5S', 0.3906065578125491)	('owgNTOp52BmoLWAr', 0.3864308830650511)	('8AndPFGwNVCqEtKh', 0.3836575264877861)	('Vco2SHBO36jGIj8g', 0.3784480259637289)	('F62uBuzndbQm31l0', 0.3710880178992862)
0O17o38iEPkl4FWD	('53mtA7rHOVa6LByt', 0.6724564625170761)	('TtQFvHNCmJe9ldjA', 0.661762033217568)	('n3J10IFEGSmdS2la', 0.6588729038405138)	('FFtQyoUyiRXOMzSY', 0.6563939828524965)	('kObtPNCEmcSyfTt6', 0.6561457995792662)	('Q9ji3TxEcglfaJXB', 0.6497605027564548)	('7afnYuMcGVbNxlEG', 0.6470735113507263)	('bMTjmxX2psrPeSyv', 0.6464430409438122)	('sY43Vcsj6bSeYs3G', 0.6460041791315477)	('TIWI0qXewm8aLL31', 0.6422381056197306)
0OuXKk7qlgvo6egK	('VVmGTq2rlNla7Lz4', 0.5250656976059807)	('yNsvIpsX3N7SBWnd', 0.4876758029180967)	('Ow63moHv90ZZBs9Y', 0.482552928811762)	('wscEDdwA5YvxyRGD', 0.47628871928230954)	('knRIa5tWsfTo7RaB', 0.46904689993007825)	('jWoPLkSAzoccD2TE', 0.451474438000436)	('gjKRCenqO9F0nM5B', 0.44278113298914384)	('1Z5P3BjuKWzGDzoo', 0.4330965642587228)	('AdIjOsJtx97kFTbL', 0.4297394352176405)	('k6ZHC64Sv3ZF5BDJ', 0.4272486749369993)
0PUlgI5adBJ6cFXK	('UmkVwTXLyCT56EIJ', 0.3822544252682569)	('Wo7ttQito032fSkb', 0.3810135154551575)	('ToGEr6hcY8W5l5bG', 0.36191748576495164)	('ndc4FM63aky0yHVr', 0.36029493968351095)	('at8RA9hndRumOFQD', 0.35954181646225597)	('eMT1oMAHd4Koisyx', 0.3497477559272553)	('fVmzk2fNNoEro5Kg', 0.3455028502794281)	('YretudzWmzVDv0QM', 0.34362595001981705)	('z4XkNgjq3kkOHd8I', 0.3416366757785338)	('0Y5TcGlWJnW7IVdK', 0.3401455721749953)
0QSQ3CDT5x4GRIgi	('AIMISCWIplym2JNG', 0.45778082916465546)	('lCqVlFaTe1dVYMov', 0.44862573183003635)	('wDGNxY33wVBqikW2', 0.4405267351719239)	('LN00sO8Hi5Vc1Za6', 0.43967701649059876)	('IBGayRZ1KqrZhMhg', 0.42854212636247774)	('MTWv5ooA00iAD8Ms', 0.41533948903592527)	('zrxSYjVqwJrc2YGG', 0.39708887398118103)	('Kpbzp06WpfKQWu5v', 0.39520669209178977)	('1f13MAfipcAOI0Ju', 0.3933413407300927)	('vVMN4kCHjfI34Mx6', 0.39259759971050073)
0QSuci5nyuRojGbo	('FFtQyoUyiRXOMzSY', 0.791442681283583)	('kObtPNCEmcSyfTt6', 0.7901785772752598)	('tfYC5coGJHVVq041', 0.7884891752335993)	('sY43Vcsj6bSeYs3G', 0.7846297096994389)	('SzBZuEDukwCG1Oxu', 0.782949221589714)	('VCvtBlp2JaXDoHYJ', 0.779705941725786)	('gzBilUKgHBLjK0Hi', 0.7738253101823039)	('n3J10IFEGSmdS2la', 0.7733716074996272)	('bMTjmxX2psrPeSyv', 0.7693477737490868)	('LEsoWCESdo0w4Jpv', 0.764460497126663)
0RswMLgk4KS4GbIP	('GaCToBXs3310BQ1L', 0.5428838764980065)	('87Ct1HWIQ8QBLuP9', 0.4982596655322624)	('PBFAxExx5KTjrNWE', 0.4791074134716644)	('rBRNYPe0NPTTs0yt', 0.47690446783635393)	('skkV6HxDPvrKHSSM', 0.4703129747236336)	('5S5J81wX2tJKJnUF', 0.45959542584220975)	('aYfhVF6MlwbLPm0i', 0.4565828192503523)	('jAmlfX0zCVbOy778', 0.45521390916695287)	('qfdGKqj2QIuogYbc', 0.4476812022517636)	('DMSPSXCv8UN5942f', 0.44340289025890084)
0SpykgFTUzfUTJkN	('QUzttKRVMeCkMpfU', 0.44387207488179264)	('ofl1u3WysNABR4to', 0.4252534187983715)	('qGGKn5a4l0kyz8LP', 0.4227885349314812)	('kVAqNushjm7xPaZz', 0.39000206646695196)	('vJxpiRcgDkE7WsoT', 0.3880612352686253)	('2leXj50v1cWMcYVW', 0.3822400219609461)	('oahj33USrwBNIf7V', 0.3737585949785387)	('vcfCYD1fYIL6wIf1', 0.37229316935135137)	('qU9Aux9PDCB6jUjg', 0.3689949687613701)	('vsBwnsneCoroMWjj', 0.3673024126322592)
0TanEa2QCnKAedsL	('6I4Yd9XMdwdbumsp', 0.636186945770355)	('jAmlfX0zCVbOy778', 0.5739461048979384)	('CfCJl3HWjZCvaTv3', 0.573104248005733)	('deBXMEPJpKzvqPo8', 0.5584018060925121)	('qfdGKqj2QIuogYbc', 0.5412840658754949)	('XnfPW7kGspnUiKjT', 0.5342474992151368)	('PBFAxExx5KTjrNWE', 0.5310039592170107)	('nExcxeNNUtIYPem5', 0.5152519923398403)	('AFS9IOxKup7q3h8o', 0.5152487256572239)	('wuUoux0bgSjXaxrX', 0.513944775907448)
0UHzuflmmfXZkZNQ	('RM1wvitoLevqn9NQ', 0.7611322245834075)	('kObtPNCEmcSyfTt6', 0.7084590306856908)	('SzBZuEDukwCG1Oxu', 0.7069333335146553)	('ryKUGv9CqFhwCfFA', 0.7030870496891977)	('Sr6cMgnJq7UmdnyL', 0.700990981134948)	('0QSuci5nyuRojGbo', 0.700945051969536)	('7ekrmFU2el0NnRkp', 0.7007559689256887)	('Tx6KG4X6fEheS8o4', 0.6951599884519418)	('yM0XX34xe4D6mcJB', 0.6922363020164418)	('XJG1Pzzo1IVpWG7k', 0.6917530208127475)
0Vbfs25K0D6Yuq5T	('4BrKNjebum035Xqa', 0.7866889860299553)	('5EhorbjgWx6gQWck', 0.7770372984734938)	('UzvrpELONhh1Xc59', 0.7662600104521052)	('1424LaVTdRfu6RZc', 0.7660924149053566)	('3zunVGLsZK0jdx8C', 0.7640003726465149)	('olDpB2ii5pXljG3Y', 0.7579379991434504)	('u51dV5S7ZbC3Vrn7', 0.7570508328567037)	('g3cve7pqIJEN7G0h', 0.7562385724078958)	('fDVwVCygmJGuNlun', 0.7543023100946109)	('xDBer8lasU1LbnVz', 0.754289809994254)
0Wc7JGEjjUDM4vp2	('2wpBAJJvohmYlNLa', 0.6122215502630072)	('txqWKZVHf2RucEeY', 0.5921609250971913)	('NynHPW5MWtrjK1lY', 0.5894363026223237)	('vVaI2cEqDWHM7naV', 0.5591100199632185)	('ZSdjXRSSTrQM4ONP', 0.5580526287099946)	('WwSQqMIUb6Oc00oH', 0.5522789763678634)	('Cfb7aid3RUmw4hHk', 0.5506667195929509)	('oKNu3wmU88In3Mm3', 0.5493140777057066)	('EylLg1MQcHmSa6WQ', 0.5419511052128612)	('Qln3KNznkzmJVv68', 0.5409910112097768)
0We9TRA5zyjS7ush	('P3zsw3IZzxbf237f', 0.5644750635268106)	('A4zPamKFKv5DdO2U', 0.5521474423673475)	('1cUUnlwxUH9rXdBd', 0.551729250345894)	('WESZfNkEXTSzBsaH', 0.5412529730043446)	('SxfPDWT7SU3Rf7vS', 0.5304982003232898)	('EhL8ZaVhOKqhAJID', 0.5193813594787995)	('BC6GrX7aecdpkLqr', 0.5191223885482921)	('vJxpiRcgDkE7WsoT', 0.507625078671787)	('SwDG5n8SOSgenedu', 0.5071584624079336)	('dvmG3tRQeOZYCFxn', 0.5063571948801066)
0WjgTnhITQmzuoOc	('kVAqNushjm7xPaZz', 0.6840848814969198)	('20zr6H3cRMCmQpEB', 0.6408786650082055)	('06WySIW5UDIHF2Ri', 0.5964992114932791)	('K90gzEQvo7ezB92j', 0.5798054005025853)	('pQ494PZ22c3yjNFq', 0.5794974592776354)	('YzAbpq7RBs7sSjwK', 0.5696779579402265)	('yAnDRle4In4XlRfR', 0.5696429549607243)	('Lwod8hlqEglIT2G5', 0.5664524141107906)	('bYUSWnRGpxL2GYs1', 0.5534321654095348)	('zsCTNZk7vynXWcR9', 0.5499387447764067)
0WnFjxBFNLqMCT1i	('8y5GVBt5FnpVKiI7', 0.5316858515410191)	('u6dc5apNt2nFvHJa', 0.4677918641300501)	('NxAAyq4j8drO6uBU', 0.4656397390463254)	('BzmC0tp0r7vyVCgb', 0.45087808744919383)	('3NyBdzSH2FNfF6i9', 0.448057148647748)	('DyixMd9p8yG8rGn9', 0.4257308738793441)	('JjGqwBkjtdTGx16P', 0.4223992751732037)	('2Qc6071xvfhWH2T2', 0.4198564522663278)	('HdavlfT9eh8AnBP8', 0.41690135645780524)	('639ytiX7sK6FFmWT', 0.4154350194842109)
0XSKxF0xHVJYLAEi	('6I4Yd9XMdwdbumsp', 0.5535592011264096)	('wvrZy2Xgc4Nf0VzZ', 0.5472183544387754)	('QCXRQ9ClIIsHnqQH', 0.5309022679559932)	('CfCJl3HWjZCvaTv3', 0.5267291185264131)	('qNXBWASsScqXJZK7', 0.5192727090056272)	('2wpBAJJvohmYlNLa', 0.5144168716108536)	('hkX5cdNI3VxWKVgR', 0.5134516058017452)	('Wi5VoAGKfSo81Gio', 0.5129583689381659)	('2mXuTlLuoHG7Xgrt', 0.5106696546137002)	('3rmHRodVfhHkzFYy', 0.5084867087652846)
